Id,Title,OriginalTitle,FilePath,Year,Summary,Rating,Duration,Genres,TmdbId,TmdbPosterUrl,TmdbRating,TmdbOverview,MustDelete
5260,Black Adam,,/data/movies/Black.Adam.2022.READ.NFO.720p.WEBRip.DD+5.1.x264.HuN-No1/Black.Adam.2022.READ.NFO.720p.WEBRip.DD+5.1.x264.HuN-No1.mkv,2022,"Majdnem 5000 évvel azután, hogy az egyiptomi istenek mindenható hatalmával ruházták fel – és ugyanilyen gyorsan bebörtönözték –, Black Adam kiszabadul földi sírjából, készen arra, hogy rászabadítsa egyedülálló igazságszolgáltatását a modern világra.",3.9,124873,Sci-Fi|Fantasy,436270,https://image.tmdb.org/t/p/w500/rCtreCr4xiYEWDQTebybolIh6Xe.jpg,6.816,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",False
6170,Bob Marley: One Love,,/data/movies/Bob.Marley.One.Love.2024.720p.AMZN.WEB-DL.DDP5.1.Atmos.H.264.HUN-FULCRUM/fulcrum-bmol.2024.720p.web.mkv,2024,"A BOB MARLEY ONE LOVE egy ikon életét és zenéjét ünnepli, aki nemzedékeket inspirált üzenetével, mely a szeretetről és az egységről szól. A mozivásznon először láthatjuk Bob erőteljes történetét, ahogy a hányattatásain felülkerekedve végigjárja forradalmi zenéjének útját. A Marley-család produceri közreműködésével készült alkotást, amelyben a legendás zenészt Kingsley Ben-Adir, a feleségét, Ritát Lashana Lynch alakítja, 2024-ben láthatjuk a mozikban.",4.3,109838,Biography|Dráma,802219,https://image.tmdb.org/t/p/w500/1lQftpEARVVB9op4TaYiIbactzG.jpg,6.608,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,False
7217,Bomba bébi,Baby Boom,/data/movies/Bomba.bebi.1987.HUN.720p.BluRay.x264-TOXI/Bomba.bebi.1987.HUN.720p.BluRay.x264-TOXI.mkv,1987,"J. C. Wiatt New York egyik legsikeresebb üzletasszonya, akit városszerte csak úgy emlegetnek - a Tigrisasszony. Váratlan örökségről kap hírt, amelyet egy távoli rokona hagyott rá. Kezdeti lelkesedése hamarosan lelohad, amikor kiderül, hogy nem pénzt örökölt, hanem egy kisbabát. J. C. élete egy perc alatt fenekestül felfordul. Ott marad egy nyafogó csecsemővel, a barátja elhagyja, az állásából kirúgják... Úgy érzi minden és mindenki összeesküdött ellene. Mindennek a tetejébe még arra is rá kell jönnie, hogy a kicsi egyre jobban ragaszkodik hozzá és bizony ő sem közömbös iránta. Amikor úgy határoz, hogy otthagyja a New York-i nyüzsgést és kiköltözik a babával egy rozoga vermonti házba, még maga sem sejti micsoda meglepetések várnak rá.",7,110303,Vígjáték|Romantikus,11215,https://image.tmdb.org/t/p/w500/4Jy5U4HITJWUDYJc1NGgJLIjbWz.jpg,6.383,"J.C. Wiatt is a talented and ambitious New York City career woman who is married to her job and working towards partner at her firm. She has a live-in relationship with Steven, a successful investment broker who, along with J.C., agreed children aren't part of the plan. J.C.'s life takes an unexpected turn when a distant relative dies and the will appoints her the caretaker of their baby girl, Elizabeth. The baby's sudden arrival causes Steven to leave, breaking off their relationship. Juggling power lunches and powdered formula, she is soon forced off the fast track by a conniving colleague and a bigoted boss. But she won't stay down for long. She'll prove to the world that a woman can have it all and on her own terms too!",False
2801,Boszorkányok,The Witches,/data/movies/The.Witches.2020.READ.NFO.720p.BluRay.DD5.1.x264.HuN-No1/the.witches.rn.720p-no1.mkv,2020,"Egy elárvult kisfiú kénytelen a távoli vidéken élő nagymamájához költözni – és együtt ismerkednek össze néhány nagyon elegáns, különleges, és megtévesztően kedves nővel: akikről hamar kiderül, hogy boszorkányok. Amikor pedig a nagyi menteni próbálja az unokáját, pont arra a helyre keverednek, ahol a Legfőbb Boszorkány összegyűjtötte az összes kolléganőjét, mert van egy szörnyű terve. Mit tehet egy eszes kis srác, ha rengeteg boszorkány közé keveredik? Hősünknek fogalma sincs: de megpróbálja feltalálni magát.",5,104228,Vígjáték|Családi,531219,https://image.tmdb.org/t/p/w500/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg,6.336,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",False
55,Botrány,Bombshell,/data/movies/Bombshell.2019.BDRip.x264.HuN-prldm/Bombshell.2019.BDRip.x264.HuN-prldm.mkv,2019,"Roger Ailes az Egyesült Államok egyik legbefolyásosabb médiabirodalmának vezetője, a FOX News hírcsatorna alapítója nem válogatott az eszközökben, legyen szó egy szaftos sztoriról, vagy a női alkalmazottak megalázásáról. A hírhedt mogul hatalma egy pillanat alatt összedőlni látszott, amikor Gretchen Carlson, a csatorna egykori műsorvezetője szexuális zaklatás vádjával beperelte őt. Az eddig hallgatásba burkolózott nők, köztük a népszerű riporter, Megyn Kelly is nyilvánosságra hozta, hogy a csatorna igazgatója többször inzultálta őt. A botrány egyre nagyobb méreteket öltött, ami Alies bukásához vezetett.",6.7,108726,Biography|Dráma,525661,https://image.tmdb.org/t/p/w500/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg,6.778,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,False
6769,Breaking News in Yuba County,,/data/movies/Breaking.News.in.Yuba.County.2021.WEBRip.x264-ION10/Breaking.News.in.Yuba.County.2021.WEBRip.x264-ION10.mkv,2021,"Miután férje váratlanul eltűnt, Sue Button kisebb hírnévre tesz szert. Sue szinte bármire képes, hogy megtalálja a férfit, akár még néhány ""alvilági"" figurával is hajlandó szövetséget kötni.",1.1,96369,Bűnügyi|Dráma,556867,https://image.tmdb.org/t/p/w500/pMyCYtgfBmMisX3RFc5eH6zIV5Y.jpg,5.9,"An overlooked pencil-pusher catches her husband in bed with another woman, the shock of which causes him to die of a heart attack. So she buries his body and takes advantage of the growing celebrity status that comes from having a missing husband. But she quickly finds herself in over her head, dodging cops and criminals, all while trying to keep the truth from her sister, a local news anchor who’s desperate for a story.",False
403,Büszkeség és balítélet,Pride & Prejudice,/data/movies/Pride.and.Prejudice.2005.BDRip.x264.Hun-boOk/book-pride.and.prejudice.mkv,2005,"Anglia a 18. század végén. A Bennet család életét felbolydul, amikor a közelükbe költözik Mr. Bingley, a tehetős agglegény. A férfi baráti között ugyanis biztosan bőven akad majd kérő mind az öt Bennet lány számára. Jane, a legidősebb nővér azon fáradozik, hogy meghódítsa Mr. Bingley szívét, míg a vadóc Lizzie a jóképű és dölyfös Mr. Darcyval ismerkedik meg, kirobbantva ezzel a nemek háborúját. Amikor Mr. Bingley váratlanul Londonba utazik, magára hagyva a kétségbeesett Jane-t, Lizzie Mr. Darcyt teszi felelőssé a szakításért.",8.7,126650,Dráma|Romantikus,4348,https://image.tmdb.org/t/p/w500/o8UhmEbWPHmTUxP0lMuCoqNkbB3.jpg,8,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",False
7544,Bűnvadászok,I due superpiedi quasi piatti,/data/movies/Crime.Busters.1977.1080p.BluRay.x264.Hun-Made/Crime.Busters.1977.1080p.BluRay.x264.Hun-Made.mkv,1977,"Wilbur Walsh (Bud Spencer) és Matt Kirby (Terence Hill) a kikötőben bóklászva próbálnak munkát szerezni. Ám a furcsa párosnak nincs nagy szerencséje: munka helyett néhány helyi gengszter és pár autó szétpüfölésével kell vigasztalódniuk. Ezért úgy döntenek, hogy kirabolnak egy szupermarketet, de az akció balul sül el; a bolt hátsó bejárata helyett a helyi rendőrőrs ajtaján robbannak be. Hogy elkerüljék a letartóztatást, beállnak rendőrnek. A törvény jó oldalán állva sem hazudtolják meg önmagukat: aktuális pofonzáporaik között nyomozni kezdenek egy kínai titokzatos halála után és miközben a szálakat gombolyítják, előszeretettel teszik helyre a környékbeli rosszfiúk állkapcsát és más, ütésre zsibbadó testrészeit is.",0,114479,Action|Adventure,11689,https://image.tmdb.org/t/p/w500/z35E0qY8wkkSPIBT5ptQAyWvr8k.jpg,7,An attempted robbery turns to be an unexpected recruitment when two unemployed men mistakenly break into a police office instead of a store.,False
7700,Camera,,/data/movies/Camera.2024.1080p.AMZN.WEB-DL.DDP5.1.H.264.HUN-FULCRUM/fulcrum-camera.2024.1080p.web.mkv,2024,"Follows nine-year-old Oscar, a non-verbal child who struggles to fit in, as he meets Eric, a kind repair shop owner, and become unlikely friends after being brought together by a damaged film format camera.",0,112129,Dráma,1113466,https://image.tmdb.org/t/p/w500/lTtsYOWNiTO2t5WLjB4wjZFnAp0.jpg,6.2,"Oscar, a nine-year-old boy who is unable to speak, struggles to adapt in the small fishing town he has just moved to with his widowed, hard-working mother Evelyn. Because of a broken film format camera, an unlikely friendship develops between Oscar and kindly workshop owner Eric.",False
63,Charlie angyalai,Charlie's Angels,/data/movies/Charlies.Angels.2000.720p.BluRay.x264.HuN-FL0W3R/Charlies.Angels.2000.720p.BluRay.x264.HuN-FL0W3R.mkv,2000,"Natalie (Cameron Diaz), Dylan (Drew Barrymore) és Alex (Lucy Liu), a három gyönyörű lány John Bosley-val (Bill Murray) dolgozik együtt. Mindenki csak Charlie angyalaiként ismeri őket. Ezúttal Eric Knox (Sam Rockwell), egy szoftverfejlesztő cég tulajdonosa kéri a segítségüket. Legújabb, titkosan kifejlesztett programjukat ellopták. Az első számú gyanúsított Corwin (Tim Curry), a rivális cég főnöke. Az angyalok első akciójára kemény válasz érkezik. Bázisukat lerombolják, Charlie életét megfenyegetik. Az ügy bonyolultnak ígérkezik, mivel a megbízó korántsem szent. Hogyan lehet védekezni egy fantom ellen, akinek a keze mindenhová elér?",6.8,98398,Action|Adventure,4327,https://image.tmdb.org/t/p/w500/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,5.851,"The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",False
64,Charlie angyalai,Charlie's Angels,/data/movies/Charlies.Angels.2019.BDRip.x264.HuN-TRiNiTY/charlies.angels.bdrip-trinity.mkv,2019,"Három angyal vigyáz a világra. Nincs szárnyuk, és nem fehér ruhában énekelgetnek: hanem gyorsak, vadak, veszélyesek – és nagyon dögösek. Mindannyian Charlie Townsend alkalmazásában állnak.  Az elmúlt évtizedekben Charlie, a titokzatos főnök detektívügynöksége olyan nagyra nőtt, hogy már az egész világon vállalnak munkát, s így persze a megbízók is nagyon sokfélék lettek. Erő, ész, kacérság és humor a fegyverük, amit nem félnek használni.",5.2,118518,Action|Adventure,458897,https://image.tmdb.org/t/p/w500/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg,6.385,"Elena Houghlin is a scientist, engineer and inventor of Calisto -- a sustainable energy source that will revolutionize the way people use power. It will be ready as soon as she works out the last issue, if not it could be turned into a dangerous weapon. But when the cutting edge technology is pushed to an investor before she can do that, Elena turns to the Townsend Agency for help. Now, it's up to the Angels -- Jane, Sabina, and the newly recruited Elena -- to retrieve Calisto before it can be transformed into a weapon of mass destruction.",False
81,Creed - Apollo fia,Creed,/data/movies/Creed.2015.1080p.UHD.BluRay.DD+7.1.HDR.x265.HuN-TRiNiTY/creed.1080p.uhd-trinity.mkv,2015,"Adonis Johnson sosem ismerte legendás apját, a nehézsúlyú világbajnok Apollo Creed-et, aki még azelőtt elhunyt, hogy ő megszületett volna. Ettől még nem kérdéses, hogy a boksz a vérében van, ezért Adonis Philadelphiába, apja és Rocky összecsapásának helyszínére megy. A srác felkeresi a legendás bokszolót, és arra kéri, legyen az edzője. Rocky Balboa meglátja benne az erőt és az elhivatottságot, és szárnyai alá veszi a tehetséget, de az egykori bajnoknak egy olyan „ellenféllel” is meg kell küzdenie, ami sokkal halálosabb veszéllyel fenyegeti, mint bárki a szorítóban.",9.5,133296,Dráma|Action,312221,https://image.tmdb.org/t/p/w500/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,7.403,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",False
87,Creed 2.,Creed II,/data/movies/Creed.II.2018.1080p.UHD.BluRay.DD+7.1.HDR.x265.HuN-HyperX/creed2-x265-hyperx.mkv,2018,"Az élet kötéltánccá vált Adonis Creed számára. Személyes kötelezettségei és a következő nagy meccsre való felkészülése között megtalálni az egyensúlyt komoly kihívásnak bizonyul. Az, hogy ellenfele családja és a sajátja közös múlttal bír, csak feszültebbé teszi a közeledő megmérettetést a ringben. Rocky Balboa viszont mindvégig ott van mellette, így együtt néznek szembe régi sérelmeikkel, együtt jönnek rá, miért is érdemes küzdeni és együtt fedezik fel, hogy semmi sem fontosabb a családnál.",8.3,130008,Dráma|Action,480530,https://image.tmdb.org/t/p/w500/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,7.029,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",False
7580,Családi hétvége,The Weekend,/data/movies/The.Weekend.2024.720p.HMAX.WEB-DL.DDP5.1.H.264.HUN-FULCRUM/fulcrum-the.weekend.2024.720p.web.mkv,2024,"Ez a sodró lendületű nigériai thriller az utolsó pillanatig találgatásra késztet, miközben sajátos nézőpontból járja körül az örök kérdést: mi a baj az anyósékkal?",8.1,111882,Dráma|Thriller,1276041,https://image.tmdb.org/t/p/w500/gMf764CCh2fVlvNLs8VzsUUQa7O.jpg,7,This gripping Nigerian thriller will keep you guessing until the very last moment with its unique take on the age-old question: what’s wrong with the in-laws? ​,False
547,Családi vakáció,National Lampoon's Vacation,/data/movies/Vacation.1983.BDRiP.x264.HuN-TMT/tmt-vacation.mkv,1983,"Clark Griswold elhatározza, hogy kerül amibe kerül, elviszi feleségét és két gyermekét Chicagóból Kaliforniába, hogy kikapcsolódjanak egy mesésen szórakoztató vidámparkban. A kirándulás nem egészen úgy sikerül, ahogyan elképzelték, ráadásul csatlakozik hozzájuk egy idős rokon, Edna néni és egy harapós kutya. A melléfogások ellenére sok vidám kalandban van részük.",9.4,98338,Vígjáték|Adventure,11153,https://image.tmdb.org/t/p/w500/q3DvoqY06yZnRp9faH6uge7n7VP.jpg,7.095,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",False
235,Családi vakáció - Irány Ibiza!,Ibiza,/data/movies/Ibiza.2019.BDRip.x264.HuN-No1/ibiza.bdrip-no1.mkv,2019,"Philippe és Carol mindketten túl vannak egy rosszul sikerült házasságon, de most úgy néz ki, egymás személyében megtalálták az igazit. Carol két tinédzser gyermeke nincs elragadtatva a ténytől, hogy a kissé régimódi Philippe lesz a mostoha apjuk, ezért a férfinak mindent el kell követnie annak érdekében, hogy elfogadtassa magát. Még azt is bevállalja, hogy a gyerekek válasszák meg a nyaralás helyszínét, így esik a választás a buli fővárosára, a folyton pörgő és vibráló Ibizára. És hogy hogyan reagál egy konzervatív hatvanas fickó a folyton félmeztelenül bulizó fiatal lányokra, a kitartó kokain árusokra és a féktelen partikra? Hát beleveti magát a buliba!",0,86057,Vígjáték,531735,https://image.tmdb.org/t/p/w500/ml0RD4YEycTKAGiHuFyaMd96FYn.jpg,5.2,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",False
550,Családi üzelmek,We're the Millers,/data/movies/Were.the.Millers.2013.THEATRiCAL.720p.BluRay.DD5.1.x264.HuN-SaS/Were.the.Millers.2013.THEATRiCAL.720p.BluRay.DD5.1.x264.HuN-SaS.mkv,2013,"A dílereknek is vannak elveik. David csak rászoruló családanyáknak vagy szorgos éttermi alkalmazottaknak árul, de gyerekeknek soha. És bízik benne, hogy ha mindig kispályás marad, nem érheti baj. De persze téved. Méghozzá nagyon nagyot.  Egyszer, egyetlen egyszer néhány környékbeli kamasznak segít megszabadulni az elvonási tünetektől, azok erre kirabolják, és ő nem tud elszámolni sem az anyaggal, sem a pénzzel. Hogy jóvá tegye a hibáját kénytelen egy nagy szállítmányt áthozni Mexikóból. Szerencsére a jó szomszédja, egy cinikus sztriptíztáncosnő és két züllött kiskorú segít neki: úgy tesznek, mintha családi túrán járnának, de a lakókocsi csempészáruval van tele. Az ötlet jó - a kivitelezés viszont elképesztő következményekkel jár...",4.8,109894,Vígjáték|Bűnügyi,138832,https://image.tmdb.org/t/p/w500/qF2LJ0jwWrtXSuT4AFD5OS2IqaT.jpg,6.84,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,False
7237,Csapdába zárva,Locked,/data/movies/Locked.2025.1080p.BluRay.DDP5.1.x264.HUN-FULCRUM/fulcrum-locked.2025.1080p.mkv,2025,"Amikor Eddie feltör egy luxus terepjárót, egy halálos csapdába sétál bele, amelyet William, egy önjelölt igazságosztó állított fel. Menekülési lehetőség híján Eddie-nek meg kell küzdenie a túlélésért egy olyan járműben, ahol a menekvés csak illúzió, a túlélés rémálom, és az igazságszolgáltatás pedig őrült fokozatba kapcsol.",6.3,95316,Thriller|Horror,1083968,https://image.tmdb.org/t/p/w500/hhkiqXpfpufwxVrdSftzeKIANl3.jpg,6.191,"When Eddie breaks into a luxury SUV, he steps into a deadly trap set by William, a self-proclaimed vigilante delivering his own brand of twisted justice. With no means of escape, Eddie must fight to survive in a ride where escape is an illusion, survival is a nightmare, and justice shifts into high gear.",False
529,Csípem a családod,The Oranges,/data/movies/The.Oranges.2011.720p.BluRay.DD5.1.x264.HuN-No1/the.oranges.720p-no1.mkv,2011,"David és Paige Ostroff, valamint Terry és Cathy Walling a legjobb barátok és szomszédok. A két házaspár New Jersey külvárosában, Orange Drive-ban él. A kényelmes életük azonban felbolydul, amikor öt esztendei távollét után Ostroffék lánya, Nina hazatér. A tékozló csemete szakított a vőlegényével. Ahelyett, hogy a szomszédék fia, Toby érdekelné, a lány figyelmét a szülők legjobb barátja, David kelti fel. Mindez nem marad következmények nélkül, különösen Nina gyermekkori barátnője, Vanessa Walling érzelmeit kavarja fel.",3,90607,Vígjáték|Romantikus,89008,https://image.tmdb.org/t/p/w500/3HDjhip7qzvEAb5A0AiJfcUBo22.jpg,5.5,A man's affair with his friend's much-younger daughter throws two neighboring families into turmoil.,False
310,Demóna: A sötétség úrnője,Maleficent: Mistress of Evil,/data/movies/Maleficent.Mistress.of.Evil.2019.720p.BluRay.DD2.0.x264.HuN-TRiNiTY/maleficent.mistress.of.evil.720p-trinity.mkv,2019,"Demóna és Auróra kapcsolata tovább mélyül; új szövetségeket kötnek és új ellenségekkel veszik fel a harcot, hogy megvédjék közös birodalmukat és a csodálatos lényeket, akik lakják.",4,118842,Adventure|Fantasy,420809,https://image.tmdb.org/t/p/w500/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,7.295,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",False
79,Dermesztő hajsza,Cold Pursuit,/data/movies/Cold.Pursuit.2019.HUN.720p.BluRay.DD-EX5.1.x264-ARROW/Cold.Pursuit.2019.HUN.720p.BluRay.DD-EX5.1.x264-ARROW.mkv,2019,"A fagyos coloradói síközpontban hókotró-sofőrként dolgozó Nels nyugodt élete fenekestül felfordul, mikor fiát, a helyi, nagy hatalmú drogbáró meggyilkolja. Az Év Polgára cím birtokosa még sosem tért le a helyes útról, egészen mostanáig: a feldühödött apa kezébe veszi az irányítást, extrém előítéletekkel és nehézfegyverekkel felvértezve bosszúhadjáratba kezd. A gyilkos tempójú Nelst egyetlen cél élteti, egytől egyig ki akarja iktatni a kartell embereit… és az egykor feddhetetlen hómunkás kezei között csak úgy hullanak a gengszterek a hófödte hegyekben…",6.8,119003,Dráma|Thriller,438650,https://image.tmdb.org/t/p/w500/5RILVnOchQyL1LbcVzmabipdJfc.jpg,5.875,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",False
239,Derült égből apu,No se aceptan devoluciones,/data/movies/Instructions.Not.Included.2013.CUSTOM.BDRip.x264.HUN-POGGERS/instructions.not.included.2013.custom.bdrip.x264.hun-poggers.mkv,2013,"Valentín nagy casanova, azonban egyszer csak megjelenik az egyik nő a múltjából a kislányával, megkéri, hogy fogja meg egy pillanatra, majd felszívódik. Valentín évekkel később Hollywoodba megy munkát vállalni és a lánya anyját megkeresni, és persze közben ezer kalamajkába keveredik.  A csecsemőjével magára maradó mamlasz latin nőcsábász történetét feldolgozó mozi tömény katarzis, amelyre megéri rászánni azt a két órát, mert talán nem túlzás, más ember lesz, aki megnézi...",6.3,121956,Vígjáték|Dráma,211954,https://image.tmdb.org/t/p/w500/x3Ygv0aZbZ3iUMeXyIlSu0Ugyp5.jpg,7.74,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",False
543,Derült égből apu,Demain tout commence,/data/movies/Two.Is.a.Family.2016.720p.BluRay.DD5.1.x264.HuN-No1/tiaf.720p-no1.mkv,2016,"Samuel mindenféle problémától mentes, gondtalan agglegényéletét éli a napsütötte Dél-Franciaországban. Egy nap váratlan esemény zavarja meg futó kalandokkal színesített, békés hétköznapjait: betoppan egy régi barátnő az életéből és kiderül, hogy van egy lánya, akiről eddig nem is tudott. Mielőtt a meglepetésből felocsúdhatna, a nő el is tűnik, ám hátrahagyja a csecsemőjüket. Az újdonsült apuka kétségbeesésében lányával együtt útnak indul Londonba, hogy megtalálja anyukáját, azonban nem jár sikerrel. Samuel ezután úgy dönt, hogy a városban marad és munkát vállal. Ahogyan múlnak az évek, a férfi némi baráti segítséggel szép lassan beletanul az apai szerepbe és lányával elválaszthatatlanok lesznek. Egy napon azonban újra felbukkan életükben a kislány anyja...",4.3,117584,Dráma|Vígjáték,211954,https://image.tmdb.org/t/p/w500/x3Ygv0aZbZ3iUMeXyIlSu0Ugyp5.jpg,7.74,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",False
107,Dobjuk ki anyut a vonatból!,Throw Momma from the Train,/data/movies/Dobjuk.ki.anyut.a.vonatbol.1987.BDRip.x264.HuN-BaKeR/baker-dobjuk.ki.anyut.a.vonatbol.bdrip.x264.mkv,1987,"Owen a moziban, Hitchcock klasszikusa, az Idegenek a vonaton megtekintése közben döbben rá, hogy akár ő is nyugodtan elkövethetné a tökéletes gyilkosságot. Ilymódon megszabadulhatna édesanyjától, aki minden otthon töltött pillanatát pokollá teszi. Mert hát a kedves mama egy igazi szörny, aki okkal, ok nélkül, ám mindig elviselhetetlen fejhangon utasítja rendre egyetlen fiacskáját. Owen eddig csak képzeletben játszott el a gondolattal, hogy lúgot kever Anyu üdítőjébe, vagy fülön szúrja a szabóollóval. Most pedig már csak egy tettestársra van szüksége, akivel, a filmen látott minta szerint áldozatot cserélve elkövethetik egymás gyilkosságát.",6.4,87697,Vígjáték|Bűnügyi,11896,https://image.tmdb.org/t/p/w500/Ap0Wo7hNS6WW1wdPOKYM3SNpewY.jpg,6.153,"Larry Donner, an author with a cruel ex-wife, teaches a writing workshop in which one of his students, Owen, is fed up with his domineering mother. When Owen watches a Hitchcock classic that seems to mirror his own life, he decides to put the movie's plot into action and offers to kill Larry's ex-wife, if Larry promises to murder his mom. Before Larry gets a chance to react to the plan, it seems that Owen has already set things in motion.",False
3159,Doktor szöszi,Legally Blonde,/data/movies/Legally.Blonde.2001.720p.BluRay.ENG.x264.HuN-TRiNiTY/lb.720p-trinity.mkv,2001,"Elle, a gimi legszőkébb és legcserfesebb nője rájön, hogy a szőke bombázók élete sem könnyű. A szerelme elhagyja, mert politikusi pályára készül, és komoly joghallgató csak komoly barátnővel mutatkozhat. Elle elhatározza, hogy bosszút áll. Felvételizik Amerika legnevesebb jogi egyetemére, hogy megmutassa, mit tud. Igaz, a rózsaszín micisapkái, magassarkú cipői, rúzsa és az illatos papíron beadott dolgozatai kissé megzavarják a tekintélyes intézményt, ám amikor egy gyilkossággal vádolt oktató ügyében jól ápolt kezébe veszi a nyomozást, minden megváltozik körülötte.",6,96009,Vígjáték|Romantikus,8835,https://image.tmdb.org/t/p/w500/9ohlMrJHQqKhfUKh7Zr3JQqHNLZ.jpg,6.8,"Fashionable sorority queen Elle Woods has it all, but, she wants nothing more than to be Mrs. Warner Huntington III. But he dumps her before heading to Harvard Law School. Elle rallies all of her resources and gets into Harvard, determined to win him back. While there, she figures out that there is more to herself than just good looks.",False
3158,Doktor szöszi 2,"Legally Blonde 2: Red, White & Blonde",/data/movies/Legally.Blonde.2.2003.720p.BluRay.x264.HUN-GS88/gs88-legally.blonde.2.mkv,2003,"A Harvard Egyetem befejezése után Elle az egyik nagyvállalatnál helyezkedik el. Miközben a karrierjét építgeti, az álmai férfijával kötendő közelgő esküvőjére készül. A véletlen azonban közbeszól. Megtudja, hogy szeretett kutyájának, Gyilkosnak a rokonait az egyik kliensének cége kozmetikai tesztelésekhez használja. Természetesen kiáll a négylábúak jogaiért, mire rögvest kirúgják a munkahelyéről. Ez érthető módon kissé megviseli, ám az optimizmusát nem veszíti el. Elle Washingtonba indul, hogy francia manikűrös kezébe vegye a dolgok irányítását.",3.5,94624,Vígjáték|Romantikus,10327,https://image.tmdb.org/t/p/w500/4kC0UGTuJgFnlZq2ZM6OiY7nuY8.jpg,5.712,"Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",False
108,Dominó,Domino,/data/movies/Domino.2019.READ.NFO.720p.BluRay.DD5.1.x264.HUN-No1/domino.720p-no1.mkv,2019,"Egy koppenhágai rendőr társát egy titokzatos férfi meggyilkolja. A rendőr volt partnere szeretőjével kezd nyomozni az ügyben – mindketten küldetésként élik meg az elkövető levadászását. A hajsza közben akaratlanul egy CIA ügynök játszmájába csöppennek, és egy nemzetközi macska-egér játszmában futnak versenyt az idővel. Már nem csak a bosszúvágy hajtja őket, a puszta túlélésért is küzdeniük kell.",3.4,89273,Bűnügyi|Thriller,455957,https://image.tmdb.org/t/p/w500/4ExrDZRhhmZkveXMjUzywc6266q.jpg,4.6,"Seeking justice for his partner’s murder by an ISIS member, a Copenhagen police officer finds himself caught in a cat and mouse game with a duplicitous CIA agent who is using the killer as a pawn to trap other ISIS members.",False
